Date time,EVENT
2024-09-08 오전 12:33:48,EV_Fiber13번,Connecting
2024-09-08 오전 12:33:48,TRY,Reconnection
2024-09-08 오전 12:33:48,EV_Vibe13번,Opened
2024-09-08 오전 12:34:00,EV_Fiber13번,Connecting
2024-09-08 오전 12:34:00,TRY,Reconnection
2024-09-08 오전 12:34:00,EV_Vibe13번,Opened
2024-09-08 오전 12:34:12,EV_Fiber13번,Connecting
2024-09-08 오전 12:34:12,TRY,Reconnection
2024-09-08 오전 12:34:12,EV_Vibe13번,Opened
2024-09-08 오전 12:34:24,EV_Fiber13번,Connecting
2024-09-08 오전 12:34:24,TRY,Reconnection
2024-09-08 오전 12:34:24,EV_Vibe13번,Opened
2024-09-08 오전 12:34:36,EV_Fiber13번,Connecting
2024-09-08 오전 12:34:36,TRY,Reconnection
2024-09-08 오전 12:34:36,EV_Vibe13번,Opened
2024-09-08 오전 12:34:48,EV_Fiber13번,Connecting
2024-09-08 오전 12:34:48,TRY,Reconnection
2024-09-08 오전 12:34:48,EV_Vibe13번,Opened
2024-09-08 오전 12:35:00,EV_Fiber13번,Connecting
2024-09-08 오전 12:35:00,TRY,Reconnection
2024-09-08 오전 12:35:00,EV_Vibe13번,Opened
2024-09-08 오전 12:35:12,EV_Fiber13번,Connecting
2024-09-08 오전 12:35:12,TRY,Reconnection
2024-09-08 오전 12:35:12,EV_Vibe13번,Opened
2024-09-08 오전 12:35:24,EV_Fiber13번,Connecting
2024-09-08 오전 12:35:24,TRY,Reconnection
2024-09-08 오전 12:35:24,EV_Vibe13번,Opened
2024-09-08 오전 12:35:36,EV_Fiber13번,Connecting
2024-09-08 오전 12:35:36,TRY,Reconnection
2024-09-08 오전 12:35:36,EV_Vibe13번,Opened
2024-09-08 오전 12:35:48,EV_Fiber13번,Connecting
2024-09-08 오전 12:35:48,TRY,Reconnection
2024-09-08 오전 12:35:48,EV_Vibe13번,Opened
2024-09-08 오전 12:36:00,EV_Fiber13번,Connecting
2024-09-08 오전 12:36:00,TRY,Reconnection
2024-09-08 오전 12:36:00,EV_Vibe13번,Opened
2024-09-08 오전 12:36:46,EV_Fiber13번,Connecting
2024-09-08 오전 12:36:46,TRY,Reconnection
2024-09-08 오전 12:36:46,EV_Vibe13번,Opened
2024-09-08 오전 12:36:58,EV_Fiber13번,Connecting
2024-09-08 오전 12:36:58,TRY,Reconnection
2024-09-08 오전 12:36:58,EV_Vibe13번,Opened
2024-09-08 오전 12:37:10,EV_Fiber13번,Connecting
2024-09-08 오전 12:37:10,TRY,Reconnection
2024-09-08 오전 12:37:10,EV_Vibe13번,Opened
2024-09-08 오전 12:37:22,EV_Fiber13번,Connecting
2024-09-08 오전 12:37:22,TRY,Reconnection
2024-09-08 오전 12:37:22,EV_Vibe13번,Opened
2024-09-08 오전 12:37:34,EV_Fiber13번,Connecting
2024-09-08 오전 12:37:34,TRY,Reconnection
2024-09-08 오전 12:37:34,EV_Vibe13번,Opened
2024-09-08 오전 12:38:04,EV_Fiber13번,Connecting
2024-09-08 오전 12:38:04,TRY,Reconnection
2024-09-08 오전 12:38:04,EV_Vibe13번,Opened
2024-09-08 오전 12:41:50,EV_Fiber13번,Connecting
2024-09-08 오전 12:41:50,TRY,Reconnection
2024-09-08 오전 12:41:50,EV_Vibe13번,Opened
2024-09-08 오전 12:42:12,EV_Fiber13번,Connecting
2024-09-08 오전 12:42:12,TRY,Reconnection
2024-09-08 오전 12:42:12,EV_Vibe13번,Opened
2024-09-08 오전 12:42:32,EV_Fiber13번,Connecting
2024-09-08 오전 12:42:32,TRY,Reconnection
2024-09-08 오전 12:42:32,EV_Vibe13번,Opened
2024-09-08 오전 12:42:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:42:54,TRY,Reconnection
2024-09-08 오전 12:42:54,EV_Vibe13번,Opened
2024-09-08 오전 12:43:06,EV_Fiber13번,Connecting
2024-09-08 오전 12:43:06,TRY,Reconnection
2024-09-08 오전 12:43:06,EV_Vibe13번,Opened
2024-09-08 오전 12:43:18,EV_Fiber13번,Connecting
2024-09-08 오전 12:43:18,TRY,Reconnection
2024-09-08 오전 12:43:18,EV_Vibe13번,Opened
2024-09-08 오전 12:43:30,EV_Fiber13번,Connecting
2024-09-08 오전 12:43:30,TRY,Reconnection
2024-09-08 오전 12:43:30,EV_Vibe13번,Opened
2024-09-08 오전 12:43:42,EV_Fiber13번,Connecting
2024-09-08 오전 12:43:42,TRY,Reconnection
2024-09-08 오전 12:43:42,EV_Vibe13번,Opened
2024-09-08 오전 12:43:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:43:54,TRY,Reconnection
2024-09-08 오전 12:43:54,EV_Vibe13번,Opened
2024-09-08 오전 12:44:06,EV_Fiber13번,Connecting
2024-09-08 오전 12:44:06,TRY,Reconnection
2024-09-08 오전 12:44:06,EV_Vibe13번,Opened
2024-09-08 오전 12:44:18,EV_Fiber13번,Connecting
2024-09-08 오전 12:44:18,TRY,Reconnection
2024-09-08 오전 12:44:18,EV_Vibe13번,Opened
2024-09-08 오전 12:44:30,EV_Fiber13번,Connecting
2024-09-08 오전 12:44:30,TRY,Reconnection
2024-09-08 오전 12:44:30,EV_Vibe13번,Opened
2024-09-08 오전 12:44:42,EV_Fiber13번,Connecting
2024-09-08 오전 12:44:42,TRY,Reconnection
2024-09-08 오전 12:44:42,EV_Vibe13번,Opened
2024-09-08 오전 12:44:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:44:54,TRY,Reconnection
2024-09-08 오전 12:44:54,EV_Vibe13번,Opened
2024-09-08 오전 12:45:14,EV_Fiber13번,Connecting
2024-09-08 오전 12:45:14,TRY,Reconnection
2024-09-08 오전 12:45:14,EV_Vibe13번,Opened
2024-09-08 오전 12:45:28,EV_Fiber13번,Connecting
2024-09-08 오전 12:45:28,TRY,Reconnection
2024-09-08 오전 12:45:28,EV_Vibe13번,Opened
2024-09-08 오전 12:45:58,EV_Fiber13번,Connecting
2024-09-08 오전 12:45:58,TRY,Reconnection
2024-09-08 오전 12:45:58,EV_Vibe13번,Opened
2024-09-08 오전 12:46:20,EV_Fiber13번,Connecting
2024-09-08 오전 12:46:20,TRY,Reconnection
2024-09-08 오전 12:46:20,EV_Vibe13번,Opened
2024-09-08 오전 12:46:32,EV_Fiber13번,Connecting
2024-09-08 오전 12:46:32,TRY,Reconnection
2024-09-08 오전 12:46:32,EV_Vibe13번,Opened
2024-09-08 오전 12:46:52,EV_Fiber13번,Connecting
2024-09-08 오전 12:46:52,TRY,Reconnection
2024-09-08 오전 12:46:52,EV_Vibe13번,Opened
2024-09-08 오전 12:47:04,EV_Fiber13번,Connecting
2024-09-08 오전 12:47:04,TRY,Reconnection
2024-09-08 오전 12:47:04,EV_Vibe13번,Opened
2024-09-08 오전 12:47:26,EV_Fiber13번,Connecting
2024-09-08 오전 12:47:26,TRY,Reconnection
2024-09-08 오전 12:47:26,EV_Vibe13번,Opened
2024-09-08 오전 12:47:40,EV_Fiber13번,Connecting
2024-09-08 오전 12:47:40,TRY,Reconnection
2024-09-08 오전 12:47:40,EV_Vibe13번,Opened
2024-09-08 오전 12:47:56,EV_Fiber13번,Connecting
2024-09-08 오전 12:47:56,TRY,Reconnection
2024-09-08 오전 12:47:56,EV_Vibe13번,Opened
2024-09-08 오전 12:48:08,EV_Fiber13번,Connecting
2024-09-08 오전 12:48:08,TRY,Reconnection
2024-09-08 오전 12:48:08,EV_Vibe13번,Opened
2024-09-08 오전 12:48:20,EV_Fiber13번,Connecting
2024-09-08 오전 12:48:20,TRY,Reconnection
2024-09-08 오전 12:48:20,EV_Vibe13번,Opened
2024-09-08 오전 12:48:32,EV_Fiber13번,Connecting
2024-09-08 오전 12:48:32,TRY,Reconnection
2024-09-08 오전 12:48:32,EV_Vibe13번,Opened
2024-09-08 오전 12:48:44,EV_Fiber13번,Connecting
2024-09-08 오전 12:48:44,TRY,Reconnection
2024-09-08 오전 12:48:44,EV_Vibe13번,Opened
2024-09-08 오전 12:48:56,EV_Fiber13번,Connecting
2024-09-08 오전 12:48:56,TRY,Reconnection
2024-09-08 오전 12:48:56,EV_Vibe13번,Opened
2024-09-08 오전 12:49:08,EV_Fiber13번,Connecting
2024-09-08 오전 12:49:08,TRY,Reconnection
2024-09-08 오전 12:49:08,EV_Vibe13번,Opened
2024-09-08 오전 12:49:20,EV_Fiber13번,Connecting
2024-09-08 오전 12:49:20,TRY,Reconnection
2024-09-08 오전 12:49:20,EV_Vibe13번,Opened
2024-09-08 오전 12:49:32,EV_Fiber13번,Connecting
2024-09-08 오전 12:49:32,TRY,Reconnection
2024-09-08 오전 12:49:32,EV_Vibe13번,Opened
2024-09-08 오전 12:49:44,EV_Fiber13번,Connecting
2024-09-08 오전 12:49:44,TRY,Reconnection
2024-09-08 오전 12:49:44,EV_Vibe13번,Opened
2024-09-08 오전 12:49:56,EV_Fiber13번,Connecting
2024-09-08 오전 12:49:56,TRY,Reconnection
2024-09-08 오전 12:49:56,EV_Vibe13번,Opened
2024-09-08 오전 12:50:08,EV_Fiber13번,Connecting
2024-09-08 오전 12:50:08,TRY,Reconnection
2024-09-08 오전 12:50:08,EV_Vibe13번,Opened
2024-09-08 오전 12:50:20,EV_Fiber13번,Connecting
2024-09-08 오전 12:50:20,TRY,Reconnection
2024-09-08 오전 12:50:20,EV_Vibe13번,Opened
2024-09-08 오전 12:50:32,EV_Fiber13번,Connecting
2024-09-08 오전 12:50:32,TRY,Reconnection
2024-09-08 오전 12:50:32,EV_Vibe13번,Opened
2024-09-08 오전 12:50:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:50:54,TRY,Reconnection
2024-09-08 오전 12:50:54,EV_Vibe13번,Opened
2024-09-08 오전 12:51:06,EV_Fiber13번,Connecting
2024-09-08 오전 12:51:06,TRY,Reconnection
2024-09-08 오전 12:51:06,EV_Vibe13번,Opened
2024-09-08 오전 12:51:18,EV_Fiber13번,Connecting
2024-09-08 오전 12:51:18,TRY,Reconnection
2024-09-08 오전 12:51:18,EV_Vibe13번,Opened
2024-09-08 오전 12:51:30,EV_Fiber13번,Connecting
2024-09-08 오전 12:51:30,TRY,Reconnection
2024-09-08 오전 12:51:30,EV_Vibe13번,Opened
2024-09-08 오전 12:51:42,EV_Fiber13번,Connecting
2024-09-08 오전 12:51:42,TRY,Reconnection
2024-09-08 오전 12:51:42,EV_Vibe13번,Opened
2024-09-08 오전 12:51:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:51:54,TRY,Reconnection
2024-09-08 오전 12:51:54,EV_Vibe13번,Opened
2024-09-08 오전 12:52:06,EV_Fiber13번,Connecting
2024-09-08 오전 12:52:06,TRY,Reconnection
2024-09-08 오전 12:52:06,EV_Vibe13번,Opened
2024-09-08 오전 12:52:18,EV_Fiber13번,Connecting
2024-09-08 오전 12:52:18,TRY,Reconnection
2024-09-08 오전 12:52:18,EV_Vibe13번,Opened
2024-09-08 오전 12:52:30,EV_Fiber13번,Connecting
2024-09-08 오전 12:52:30,TRY,Reconnection
2024-09-08 오전 12:52:30,EV_Vibe13번,Opened
2024-09-08 오전 12:52:42,EV_Fiber13번,Connecting
2024-09-08 오전 12:52:42,TRY,Reconnection
2024-09-08 오전 12:52:42,EV_Vibe13번,Opened
2024-09-08 오전 12:52:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:52:54,TRY,Reconnection
2024-09-08 오전 12:52:54,EV_Vibe13번,Opened
2024-09-08 오전 12:53:06,EV_Fiber13번,Connecting
2024-09-08 오전 12:53:06,TRY,Reconnection
2024-09-08 오전 12:53:06,EV_Vibe13번,Opened
2024-09-08 오전 12:53:18,EV_Fiber13번,Connecting
2024-09-08 오전 12:53:18,TRY,Reconnection
2024-09-08 오전 12:53:18,EV_Vibe13번,Opened
2024-09-08 오전 12:53:30,EV_Fiber13번,Connecting
2024-09-08 오전 12:53:30,TRY,Reconnection
2024-09-08 오전 12:53:30,EV_Vibe13번,Opened
2024-09-08 오전 12:53:42,EV_Fiber13번,Connecting
2024-09-08 오전 12:53:42,TRY,Reconnection
2024-09-08 오전 12:53:42,EV_Vibe13번,Opened
2024-09-08 오전 12:53:54,EV_Fiber13번,Connecting
2024-09-08 오전 12:53:54,TRY,Reconnection
2024-09-08 오전 12:53:54,EV_Vibe13번,Opened
2024-09-08 오전 12:54:16,EV_Fiber13번,Connecting
2024-09-08 오전 12:54:16,TRY,Reconnection
2024-09-08 오전 12:54:16,EV_Vibe13번,Opened
2024-09-08 오전 12:54:36,EV_Fiber13번,Connecting
2024-09-08 오전 12:54:36,TRY,Reconnection
2024-09-08 오전 12:54:36,EV_Vibe13번,Opened
2024-09-08 오전 12:54:48,EV_Fiber13번,Connecting
2024-09-08 오전 12:54:48,TRY,Reconnection
2024-09-08 오전 12:54:48,EV_Vibe13번,Opened
2024-09-08 오전 12:55:00,EV_Fiber13번,Connecting
2024-09-08 오전 12:55:00,TRY,Reconnection
2024-09-08 오전 12:55:00,EV_Vibe13번,Opened
2024-09-08 오전 12:55:12,EV_Fiber13번,Connecting
2024-09-08 오전 12:55:12,TRY,Reconnection
2024-09-08 오전 12:55:12,EV_Vibe13번,Opened
2024-09-08 오전 12:55:24,EV_Fiber13번,Connecting
2024-09-08 오전 12:55:24,TRY,Reconnection
2024-09-08 오전 12:55:24,EV_Vibe13번,Opened
2024-09-08 오전 12:55:36,EV_Fiber13번,Connecting
2024-09-08 오전 12:55:36,TRY,Reconnection
2024-09-08 오전 12:55:36,EV_Vibe13번,Opened
2024-09-08 오전 12:55:48,EV_Fiber13번,Connecting
2024-09-08 오전 12:55:48,TRY,Reconnection
2024-09-08 오전 12:55:48,EV_Vibe13번,Opened
2024-09-08 오전 12:56:08,EV_Fiber13번,Connecting
2024-09-08 오전 12:56:08,TRY,Reconnection
2024-09-08 오전 12:56:08,EV_Vibe13번,Opened
2024-09-08 오전 12:57:00,EV_Fiber13번,Connecting
2024-09-08 오전 12:57:00,TRY,Reconnection
2024-09-08 오전 12:57:00,EV_Vibe13번,Opened
2024-09-08 오전 12:57:16,EV_Fiber13번,Connecting
2024-09-08 오전 12:57:16,TRY,Reconnection
2024-09-08 오전 12:57:16,EV_Vibe13번,Opened
2024-09-08 오전 12:58:24,EV_Fiber13번,Connecting
2024-09-08 오전 12:58:24,TRY,Reconnection
2024-09-08 오전 12:58:24,EV_Vibe13번,Opened
2024-09-08 오전 12:58:36,EV_Fiber13번,Connecting
2024-09-08 오전 12:58:36,TRY,Reconnection
2024-09-08 오전 12:58:36,EV_Vibe13번,Opened
2024-09-08 오전 12:59:16,EV_Fiber13번,Connecting
2024-09-08 오전 12:59:16,TRY,Reconnection
2024-09-08 오전 12:59:16,EV_Vibe13번,Opened
2024-09-08 오전 12:59:28,EV_Fiber13번,Connecting
2024-09-08 오전 12:59:28,TRY,Reconnection
2024-09-08 오전 12:59:28,EV_Vibe13번,Opened
2024-09-08 오전 12:59:40,EV_Fiber13번,Connecting
2024-09-08 오전 12:59:40,TRY,Reconnection
2024-09-08 오전 12:59:40,EV_Vibe13번,Opened
2024-09-08 오전 1:00:04,EV_Fiber13번,Connecting
2024-09-08 오전 1:00:04,TRY,Reconnection
2024-09-08 오전 1:00:04,EV_Vibe13번,Opened
2024-09-08 오전 1:00:18,EV_Fiber13번,Connecting
2024-09-08 오전 1:00:18,TRY,Reconnection
2024-09-08 오전 1:00:18,EV_Vibe13번,Opened
2024-09-08 오전 1:00:30,EV_Fiber13번,Connecting
2024-09-08 오전 1:00:30,TRY,Reconnection
2024-09-08 오전 1:00:30,EV_Vibe13번,Opened
2024-09-08 오전 1:00:42,EV_Fiber13번,Connecting
2024-09-08 오전 1:00:42,TRY,Reconnection
2024-09-08 오전 1:00:42,EV_Vibe13번,Opened
2024-09-08 오전 1:00:54,EV_Fiber13번,Connecting
2024-09-08 오전 1:00:54,TRY,Reconnection
2024-09-08 오전 1:00:54,EV_Vibe13번,Opened
2024-09-08 오전 1:01:06,EV_Fiber13번,Connecting
2024-09-08 오전 1:01:06,TRY,Reconnection
2024-09-08 오전 1:01:06,EV_Vibe13번,Opened
2024-09-08 오전 1:01:18,EV_Fiber13번,Connecting
2024-09-08 오전 1:01:18,TRY,Reconnection
2024-09-08 오전 1:01:18,EV_Vibe13번,Opened
2024-09-08 오전 1:01:30,EV_Fiber13번,Connecting
2024-09-08 오전 1:01:30,TRY,Reconnection
2024-09-08 오전 1:01:30,EV_Vibe13번,Opened
2024-09-08 오전 1:01:42,EV_Fiber13번,Connecting
2024-09-08 오전 1:01:42,TRY,Reconnection
2024-09-08 오전 1:01:42,EV_Vibe13번,Opened
2024-09-08 오전 1:01:54,EV_Fiber13번,Connecting
2024-09-08 오전 1:01:54,TRY,Reconnection
2024-09-08 오전 1:01:54,EV_Vibe13번,Opened
2024-09-08 오전 1:02:06,EV_Fiber13번,Connecting
2024-09-08 오전 1:02:06,TRY,Reconnection
2024-09-08 오전 1:02:06,EV_Vibe13번,Opened
2024-09-08 오전 1:02:18,EV_Fiber13번,Connecting
2024-09-08 오전 1:02:18,TRY,Reconnection
2024-09-08 오전 1:02:18,EV_Vibe13번,Opened
2024-09-08 오전 1:02:54,EV_Fiber13번,Connecting
2024-09-08 오전 1:02:54,TRY,Reconnection
2024-09-08 오전 1:02:54,EV_Vibe13번,Opened
2024-09-08 오전 1:03:06,EV_Fiber13번,Connecting
2024-09-08 오전 1:03:06,TRY,Reconnection
2024-09-08 오전 1:03:06,EV_Vibe13번,Opened
2024-09-08 오전 1:03:18,EV_Fiber13번,Connecting
2024-09-08 오전 1:03:18,TRY,Reconnection
2024-09-08 오전 1:03:18,EV_Vibe13번,Opened
2024-09-08 오전 1:03:40,EV_Fiber13번,Connecting
2024-09-08 오전 1:03:40,TRY,Reconnection
2024-09-08 오전 1:03:40,EV_Vibe13번,Opened
2024-09-08 오전 1:03:52,EV_Fiber13번,Connecting
2024-09-08 오전 1:03:52,TRY,Reconnection
2024-09-08 오전 1:03:52,EV_Vibe13번,Opened
2024-09-08 오전 1:04:28,EV_Fiber13번,Connecting
2024-09-08 오전 1:04:28,TRY,Reconnection
2024-09-08 오전 1:04:28,EV_Vibe13번,Opened
2024-09-08 오전 1:04:40,EV_Fiber13번,Connecting
2024-09-08 오전 1:04:40,TRY,Reconnection
2024-09-08 오전 1:04:40,EV_Vibe13번,Opened
2024-09-08 오전 1:04:52,EV_Fiber13번,Connecting
2024-09-08 오전 1:04:52,TRY,Reconnection
2024-09-08 오전 1:04:52,EV_Vibe13번,Opened
2024-09-08 오전 1:05:20,EV_Fiber13번,Connecting
2024-09-08 오전 1:05:20,TRY,Reconnection
2024-09-08 오전 1:05:20,EV_Vibe13번,Opened
2024-09-08 오전 1:05:42,EV_Fiber13번,Connecting
2024-09-08 오전 1:05:42,TRY,Reconnection
2024-09-08 오전 1:05:42,EV_Vibe13번,Opened
2024-09-08 오전 1:05:58,EV_Fiber13번,Connecting
2024-09-08 오전 1:05:58,TRY,Reconnection
2024-09-08 오전 1:05:58,EV_Vibe13번,Opened
2024-09-08 오전 1:06:10,EV_Fiber13번,Connecting
2024-09-08 오전 1:06:10,TRY,Reconnection
2024-09-08 오전 1:06:10,EV_Vibe13번,Opened
2024-09-08 오전 1:06:22,EV_Fiber13번,Connecting
2024-09-08 오전 1:06:22,TRY,Reconnection
2024-09-08 오전 1:06:22,EV_Vibe13번,Opened
2024-09-08 오전 1:06:34,EV_Fiber13번,Connecting
2024-09-08 오전 1:06:34,TRY,Reconnection
2024-09-08 오전 1:06:34,EV_Vibe13번,Opened
2024-09-08 오전 1:06:46,EV_Fiber13번,Connecting
2024-09-08 오전 1:06:46,TRY,Reconnection
2024-09-08 오전 1:06:46,EV_Vibe13번,Opened
2024-09-08 오전 1:06:58,EV_Fiber13번,Connecting
2024-09-08 오전 1:06:58,TRY,Reconnection
2024-09-08 오전 1:06:58,EV_Vibe13번,Opened
2024-09-08 오전 1:07:10,EV_Fiber13번,Connecting
2024-09-08 오전 1:07:10,TRY,Reconnection
2024-09-08 오전 1:07:10,EV_Vibe13번,Opened
2024-09-08 오전 1:07:22,EV_Fiber13번,Connecting
2024-09-08 오전 1:07:22,TRY,Reconnection
2024-09-08 오전 1:07:22,EV_Vibe13번,Opened
2024-09-08 오전 1:07:34,EV_Fiber13번,Connecting
2024-09-08 오전 1:07:34,TRY,Reconnection
2024-09-08 오전 1:07:34,EV_Vibe13번,Opened
2024-09-08 오전 1:07:46,EV_Fiber13번,Connecting
2024-09-08 오전 1:07:46,TRY,Reconnection
2024-09-08 오전 1:07:46,EV_Vibe13번,Opened
2024-09-08 오전 1:07:58,EV_Fiber13번,Connecting
2024-09-08 오전 1:07:58,TRY,Reconnection
2024-09-08 오전 1:07:58,EV_Vibe13번,Opened
2024-09-08 오전 1:08:10,EV_Fiber13번,Connecting
2024-09-08 오전 1:08:10,TRY,Reconnection
2024-09-08 오전 1:08:10,EV_Vibe13번,Opened
2024-09-08 오전 1:08:26,EV_Fiber13번,Connecting
2024-09-08 오전 1:08:26,TRY,Reconnection
2024-09-08 오전 1:08:26,EV_Vibe13번,Opened
2024-09-08 오전 1:08:38,EV_Fiber13번,Connecting
2024-09-08 오전 1:08:38,TRY,Reconnection
2024-09-08 오전 1:08:38,EV_Vibe13번,Opened
2024-09-08 오전 1:09:14,EV_Fiber13번,Connecting
2024-09-08 오전 1:09:14,TRY,Reconnection
2024-09-08 오전 1:09:14,EV_Vibe13번,Opened
2024-09-08 오전 1:09:26,EV_Fiber13번,Connecting
2024-09-08 오전 1:09:26,TRY,Reconnection
2024-09-08 오전 1:09:26,EV_Vibe13번,Opened
2024-09-08 오전 1:10:32,EV_Fiber13번,Connecting
2024-09-08 오전 1:10:32,TRY,Reconnection
2024-09-08 오전 1:10:32,EV_Vibe13번,Opened
2024-09-08 오전 1:11:00,EV_Fiber13번,Connecting
2024-09-08 오전 1:11:00,TRY,Reconnection
2024-09-08 오전 1:11:00,EV_Vibe13번,Opened
2024-09-08 오전 1:11:12,EV_Fiber13번,Connecting
2024-09-08 오전 1:11:12,TRY,Reconnection
2024-09-08 오전 1:11:12,EV_Vibe13번,Opened
2024-09-08 오전 1:11:24,EV_Fiber13번,Connecting
2024-09-08 오전 1:11:24,TRY,Reconnection
2024-09-08 오전 1:11:24,EV_Vibe13번,Opened
2024-09-08 오전 1:11:46,EV_Fiber13번,Connecting
2024-09-08 오전 1:11:46,TRY,Reconnection
2024-09-08 오전 1:11:46,EV_Vibe13번,Opened
2024-09-08 오전 1:11:58,EV_Fiber13번,Connecting
2024-09-08 오전 1:11:58,TRY,Reconnection
2024-09-08 오전 1:11:58,EV_Vibe13번,Opened
2024-09-08 오전 1:12:10,EV_Fiber13번,Connecting
2024-09-08 오전 1:12:10,TRY,Reconnection
2024-09-08 오전 1:12:10,EV_Vibe13번,Opened
2024-09-08 오전 1:12:26,EV_Fiber13번,Connecting
2024-09-08 오전 1:12:26,TRY,Reconnection
2024-09-08 오전 1:12:26,EV_Vibe13번,Opened
2024-09-08 오전 1:12:38,EV_Fiber13번,Connecting
2024-09-08 오전 1:12:38,TRY,Reconnection
2024-09-08 오전 1:12:38,EV_Vibe13번,Opened
2024-09-08 오전 1:12:50,EV_Fiber13번,Connecting
2024-09-08 오전 1:12:50,TRY,Reconnection
2024-09-08 오전 1:12:50,EV_Vibe13번,Opened
2024-09-08 오전 1:13:02,EV_Fiber13번,Connecting
2024-09-08 오전 1:13:02,TRY,Reconnection
2024-09-08 오전 1:13:02,EV_Vibe13번,Opened
2024-09-08 오전 1:13:14,EV_Fiber13번,Connecting
2024-09-08 오전 1:13:14,TRY,Reconnection
2024-09-08 오전 1:13:14,EV_Vibe13번,Opened
2024-09-08 오전 1:13:26,EV_Fiber13번,Connecting
2024-09-08 오전 1:13:26,TRY,Reconnection
2024-09-08 오전 1:13:26,EV_Vibe13번,Opened
2024-09-08 오전 1:13:38,EV_Fiber13번,Connecting
2024-09-08 오전 1:13:38,TRY,Reconnection
2024-09-08 오전 1:13:38,EV_Vibe13번,Opened
2024-09-08 오전 1:13:50,EV_Fiber13번,Connecting
2024-09-08 오전 1:13:50,TRY,Reconnection
2024-09-08 오전 1:13:50,EV_Vibe13번,Opened
2024-09-08 오전 1:14:02,EV_Fiber13번,Connecting
2024-09-08 오전 1:14:02,TRY,Reconnection
2024-09-08 오전 1:14:02,EV_Vibe13번,Opened
2024-09-08 오전 1:14:14,EV_Fiber13번,Connecting
2024-09-08 오전 1:14:14,TRY,Reconnection
2024-09-08 오전 1:14:14,EV_Vibe13번,Opened
2024-09-08 오전 1:14:28,EV_Fiber13번,Connecting
2024-09-08 오전 1:14:28,TRY,Reconnection
2024-09-08 오전 1:14:28,EV_Vibe13번,Opened
2024-09-08 오전 1:14:40,EV_Fiber13번,Connecting
2024-09-08 오전 1:14:40,TRY,Reconnection
2024-09-08 오전 1:14:40,EV_Vibe13번,Opened
2024-09-08 오전 1:14:52,EV_Fiber13번,Connecting
2024-09-08 오전 1:14:52,TRY,Reconnection
2024-09-08 오전 1:14:53,EV_Vibe13번,Opened
2024-09-08 오전 1:15:12,EV_Fiber13번,Connecting
2024-09-08 오전 1:15:12,TRY,Reconnection
2024-09-08 오전 1:15:12,EV_Vibe13번,Opened
2024-09-08 오전 1:15:24,EV_Fiber13번,Connecting
2024-09-08 오전 1:15:24,TRY,Reconnection
2024-09-08 오전 1:15:24,EV_Vibe13번,Opened
2024-09-08 오전 1:15:36,EV_Fiber13번,Connecting
2024-09-08 오전 1:15:36,TRY,Reconnection
2024-09-08 오전 1:15:36,EV_Vibe13번,Opened
2024-09-08 오전 1:16:02,EV_Fiber13번,Connecting
2024-09-08 오전 1:16:02,TRY,Reconnection
2024-09-08 오전 1:16:02,EV_Vibe13번,Opened
2024-09-08 오전 1:16:26,EV_Fiber13번,Connecting
2024-09-08 오전 1:16:26,TRY,Reconnection
2024-09-08 오전 1:16:26,EV_Vibe13번,Opened
2024-09-08 오전 1:16:38,EV_Fiber13번,Connecting
2024-09-08 오전 1:16:38,TRY,Reconnection
2024-09-08 오전 1:16:38,EV_Vibe13번,Opened
2024-09-08 오전 1:16:50,EV_Fiber13번,Connecting
2024-09-08 오전 1:16:50,TRY,Reconnection
2024-09-08 오전 1:16:50,EV_Vibe13번,Opened
2024-09-08 오전 1:17:02,EV_Fiber13번,Connecting
2024-09-08 오전 1:17:02,TRY,Reconnection
2024-09-08 오전 1:17:02,EV_Vibe13번,Opened
2024-09-08 오전 1:17:24,EV_Fiber13번,Connecting
2024-09-08 오전 1:17:24,TRY,Reconnection
2024-09-08 오전 1:17:24,EV_Vibe13번,Opened
2024-09-08 오전 1:17:46,EV_Fiber13번,Connecting
2024-09-08 오전 1:17:46,TRY,Reconnection
2024-09-08 오전 1:17:46,EV_Vibe13번,Opened
2024-09-08 오전 1:17:58,EV_Fiber13번,Connecting
2024-09-08 오전 1:17:58,TRY,Reconnection
2024-09-08 오전 1:17:58,EV_Vibe13번,Opened
2024-09-08 오전 1:18:10,EV_Fiber13번,Connecting
